watch time,stream time,peak viewers,average viewers,followers,followers gained,views gained,partnered,mature,top count
10351380,54765,2180,190,37477,32531,186644,TRUE,TRUE,7926
10350930,164625,297,49,9084,8774,273097,FALSE,FALSE,7927
10349760,35430,1415,278,136135,13045,245126,TRUE,TRUE,7928
10344525,38010,4302,242,139050,8139,343120,TRUE,FALSE,7929
10343685,76005,715,132,18980,6232,197582,TRUE,TRUE,7930
10339200,43485,3312,210,49739,49048,131034,TRUE,FALSE,7931
10338510,48840,1570,212,11686,7778,239871,FALSE,FALSE,7932
10338360,20490,1823,496,47731,43403,225458,TRUE,FALSE,7933
10337880,32295,8069,300,26811,15401,667855,TRUE,FALSE,7934
10337550,75360,501,135,12043,10780,245618,TRUE,TRUE,7935
10337520,56205,2063,181,30441,2851,514712,TRUE,TRUE,7936
10337430,102570,945,98,27480,11522,165360,TRUE,FALSE,7937
10337235,128190,523,74,2227,1278,221968,TRUE,FALSE,7938
10337220,67005,1793,151,27109,16290,272212,TRUE,TRUE,7939
10333995,50370,1430,203,15169,3606,164310,TRUE,FALSE,7940
10333155,47145,1056,210,69545,69219,840815,TRUE,FALSE,7941
10330950,67695,927,157,9949,3865,37338,FALSE,FALSE,7942
10329990,18015,3482,612,106666,104646,437010,TRUE,FALSE,7943
10328640,75900,9608,106,24346,10176,275525,TRUE,FALSE,7944
10325835,2235,25300,3839,87636,13268,237622,TRUE,FALSE,7945
10323495,44160,3581,218,15028,2615,135851,TRUE,TRUE,7946
10321005,55740,680,171,171938,25749,1765169,FALSE,FALSE,7947
10319040,86925,1352,112,99513,15276,914050,TRUE,FALSE,7948
10319010,120390,264,83,6704,4765,182371,TRUE,TRUE,7949
10317855,119820,1493,76,47481,47306,1120869,TRUE,FALSE,7950
10317690,26010,2577,358,39786,39785,649912,TRUE,TRUE,7951
10317525,93375,979,107,6387,1938,126366,TRUE,FALSE,7952
10317150,91455,535,101,6145,4202,122192,TRUE,FALSE,7953
10316025,69855,1726,142,26528,17533,623155,TRUE,FALSE,7954
10315035,119745,875,86,44110,8548,354324,TRUE,FALSE,7955
10312695,27375,2097,350,16022,6395,133845,TRUE,TRUE,7956
10312680,96810,1001,95,8901,7340,148674,TRUE,FALSE,7957
10309875,3555,17181,2196,3862,3577,2455247,TRUE,FALSE,7958
10309005,131355,2256,74,7264,4333,373738,FALSE,TRUE,7959
10306170,135675,888,66,23055,21921,2924244,TRUE,FALSE,7960
10305120,140685,309,64,4700,1875,452532,FALSE,FALSE,7961
10304595,25320,4211,300,22313,18104,244766,TRUE,FALSE,7962
10303215,80055,2721,123,12868,2002,266524,TRUE,TRUE,7963
10301055,28155,2754,326,9362,7054,193670,FALSE,FALSE,7964
10300050,37425,3898,277,14267,3782,208326,TRUE,FALSE,7965
10298310,32400,5450,302,13802,2081,2911591,TRUE,FALSE,7966
10298055,9465,10779,996,278669,12217,258825,TRUE,FALSE,7967
10295640,104355,2434,90,19768,10494,147912,FALSE,FALSE,7968
10295040,138195,1940,71,25551,6460,204734,TRUE,FALSE,7969
10294230,7095,73133,2397,65674,22574,4611950,TRUE,FALSE,7970
10293975,87735,563,107,9567,6861,436378,TRUE,FALSE,7971
10292670,142815,287,71,9654,5656,157360,FALSE,TRUE,7972
10291470,85785,336,120,27532,12358,489692,TRUE,TRUE,7973
10290270,73050,898,137,38049,8729,260311,TRUE,TRUE,7974
10287675,2625,7356,3867,1015521,1001,173030,TRUE,FALSE,7975
10287450,36300,1052,267,101795,29906,725568,TRUE,FALSE,7976
10286790,82800,1258,115,38795,3277,212097,TRUE,TRUE,7977
10285800,46950,561,203,2547,2533,66292,FALSE,TRUE,7978
10285290,40065,992,267,22753,5436,387052,TRUE,FALSE,7979
10285035,52890,1525,186,28780,28629,376764,TRUE,FALSE,7980
10283520,113580,208,88,14065,5882,289993,TRUE,FALSE,7981
10280355,100440,447,97,14511,914,323232,TRUE,TRUE,7982
10279740,96900,822,106,21619,3811,290427,TRUE,FALSE,7983
10279500,21750,17581,1555,9564,9230,4352420,TRUE,FALSE,7984
10279245,61530,702,152,7447,4254,561521,TRUE,FALSE,7985
10278930,20610,2468,498,26356,18098,247714,TRUE,TRUE,7986
10278615,85800,1418,114,9850,3103,977131,TRUE,FALSE,7987
10278285,4515,11180,1557,9773,9773,112181,FALSE,FALSE,7988
10277685,142245,8213,76,145110,13495,717672,TRUE,TRUE,7989
10274760,31020,1426,342,12885,11758,198457,TRUE,FALSE,7990
10274670,154995,945,62,25568,23681,724327,TRUE,FALSE,7991
10273065,89955,3332,86,13592,9438,233454,TRUE,FALSE,7992
10272570,111480,2686,92,19752,9993,755173,TRUE,TRUE,7993
10270170,58020,997,166,10721,4856,213534,TRUE,TRUE,7994
10269840,66180,1157,140,11886,4690,241010,TRUE,FALSE,7995
10266750,39945,860,232,30868,419,89388,TRUE,FALSE,7996
10264650,68115,1329,147,51904,14053,423409,TRUE,FALSE,7997
10264020,162555,762,64,55118,52027,274232,TRUE,TRUE,7998
10263540,134250,402,75,3356,1842,130645,TRUE,TRUE,7999
10259835,45090,1975,208,48897,37903,181833,TRUE,FALSE,8000
10259715,15735,7408,791,193127,57601,623516,TRUE,FALSE,8001
10258830,53505,2002,140,52534,33296,795411,TRUE,FALSE,8002
10257180,108720,1573,91,5904,5698,146246,FALSE,TRUE,8003
10253745,69510,1360,142,23682,12506,188460,TRUE,TRUE,8004
10251270,190935,467,51,2073,2065,233997,FALSE,FALSE,8005
10249290,82410,3618,103,27946,20563,341341,TRUE,FALSE,8006
10248975,25290,1613,356,52256,46511,254193,TRUE,FALSE,8007
10248210,13995,6760,660,63507,50903,251830,TRUE,FALSE,8008
10246665,102165,5269,96,9911,5818,271110,FALSE,FALSE,8009
10246455,67785,4270,124,15611,8189,423750,TRUE,TRUE,8010
10246350,57210,2014,172,24844,10816,163777,TRUE,FALSE,8011
10245945,82635,1363,82,6077,2958,93397,FALSE,TRUE,8012
10245210,5085,4546,1737,73775,68863,166210,TRUE,FALSE,8013
10244280,32085,3492,280,141011,9759,333061,FALSE,TRUE,8014
10242285,58455,7951,170,92651,40317,1517020,TRUE,TRUE,8015
10240980,64350,3193,172,19156,19092,413294,TRUE,FALSE,8016
10239735,46320,807,211,41778,13657,309460,TRUE,FALSE,8017
10238955,474480,4768,20,1685,1662,2119629,FALSE,FALSE,8018
10238400,39780,1750,252,24016,21179,301719,TRUE,TRUE,8019
10236810,113070,755,82,22247,3063,297750,TRUE,TRUE,8020
10236315,115740,2635,77,5657,4769,174375,TRUE,TRUE,8021
10234695,12180,6549,1152,44315,41728,308291,TRUE,TRUE,8022
10233000,41580,1581,215,36102,6344,333300,TRUE,FALSE,8023
10232535,52710,688,193,8518,3319,138488,TRUE,TRUE,8024
10232040,43470,837,224,67110,41303,682189,TRUE,FALSE,8025
10232025,16140,3616,634,196224,85402,1805659,TRUE,FALSE,8026
10231950,120630,983,83,3575,3244,128230,TRUE,TRUE,8027
10231020,21465,2239,457,192001,22599,1040118,TRUE,TRUE,8028
10227405,107535,798,85,17071,15038,122149,TRUE,TRUE,8029
10225620,8325,2668,1160,100692,4919,343087,FALSE,TRUE,8030
10225350,94575,2225,77,8657,8165,152245,FALSE,TRUE,8031
10223400,61260,647,159,55693,23024,567952,TRUE,TRUE,8032
10223310,14370,10986,672,163104,157895,866864,TRUE,FALSE,8033
10221975,42750,2569,254,199576,-6923,214820,FALSE,FALSE,8034
10220430,22095,8236,509,19831,17626,201542,TRUE,TRUE,8035
10219995,56625,2462,170,8647,8518,713894,TRUE,FALSE,8036
10219320,80115,1800,124,46037,24335,365817,TRUE,TRUE,8037
10217055,215085,1338,50,7456,5070,94026,FALSE,TRUE,8038
10213365,44580,701,212,37059,5234,218199,TRUE,FALSE,8039
10210755,73875,2237,121,15167,10703,244988,TRUE,FALSE,8040
10210665,39870,1134,242,28063,8278,681874,TRUE,FALSE,8041
10210575,57330,642,173,7687,4212,139968,TRUE,FALSE,8042
10210500,18810,1850,500,49386,49347,97147,TRUE,FALSE,8043
10209360,56430,1354,171,46494,16927,976716,TRUE,FALSE,8044
10208550,34170,4174,320,53835,10453,310252,TRUE,FALSE,8045
10205820,35460,2218,224,30064,3017,2401387,TRUE,FALSE,8046
10205595,37815,729,255,138597,2590,243464,TRUE,FALSE,8047
10205295,49500,969,200,11544,5651,340999,FALSE,TRUE,8048
10202025,32070,2061,309,11454,9901,457557,TRUE,FALSE,8049
10201680,1905,52821,4489,192151,51290,654233,TRUE,TRUE,8050
10199295,74670,1572,135,13253,2047,141322,TRUE,FALSE,8051
10197825,144465,567,67,15588,12574,280618,TRUE,TRUE,8052
10195650,59805,2174,164,17389,9244,131916,TRUE,FALSE,8053
10195410,67605,1879,147,11988,7682,178959,TRUE,FALSE,8054
10195215,30090,1268,303,20245,18685,264940,TRUE,FALSE,8055
10192335,86190,1186,110,7939,4622,188949,TRUE,TRUE,8056
10190070,114390,233,87,7549,1704,271936,FALSE,FALSE,8057
10188720,40125,3154,229,27767,25703,455922,TRUE,TRUE,8058
10187310,48465,1418,199,47302,37177,1235373,TRUE,TRUE,8059
10187250,67890,16671,130,9214,3866,1345955,TRUE,FALSE,8060
10187175,100110,1943,94,113746,1012,1847075,TRUE,FALSE,8061
10186590,11895,4222,740,43083,25159,328990,TRUE,FALSE,8062
10186380,22230,2172,463,140715,42245,617227,TRUE,FALSE,8063
10186110,75000,5823,106,32063,9667,230341,TRUE,FALSE,8064
10183230,56250,702,167,53002,8551,252906,TRUE,FALSE,8065
10178670,134385,271,74,78736,6395,242985,TRUE,TRUE,8066
10172820,3690,8288,2734,101727,33282,231287,TRUE,FALSE,8067
10171320,105750,6678,91,9683,7738,189327,TRUE,TRUE,8068
10169505,53985,1416,184,48476,21693,728427,TRUE,TRUE,8069
10168095,60420,1093,174,6329,6166,202528,TRUE,FALSE,8070
10167900,110475,581,87,3346,2871,271094,FALSE,FALSE,8071
10167645,35130,1074,297,56141,56162,554561,TRUE,FALSE,8072
10162170,16650,1170,581,39819,1054,212560,FALSE,FALSE,8073
10157640,18060,10509,736,13885,3176,3794100,TRUE,FALSE,8074
10155285,63000,1680,149,21384,8725,432775,TRUE,FALSE,8075
10154790,90450,548,102,8294,3705,144718,FALSE,TRUE,8076
10149675,99645,2084,79,29266,22828,140697,TRUE,FALSE,8077
10149645,192315,832,50,6314,1762,277219,FALSE,TRUE,8078
10149315,34530,3190,272,39665,33441,340631,TRUE,FALSE,8079
10149255,87000,347,115,45383,4687,229900,TRUE,TRUE,8080
10149120,59115,602,163,21940,2705,567390,TRUE,TRUE,8081
10149000,21900,2061,421,79680,70888,267840,FALSE,FALSE,8082
10148970,22380,2139,224,21221,20955,15132,FALSE,TRUE,8083
10143105,11775,3273,703,23208,9712,798919,TRUE,FALSE,8084
10142865,150810,3946,63,26160,3770,240189,TRUE,FALSE,8085
10142085,39360,2834,195,12730,12720,14837,FALSE,TRUE,8086
10141575,375,65126,20056,47048,47029,293672,FALSE,FALSE,8087
10140525,21615,2301,466,51439,20365,236115,TRUE,FALSE,8088
10138530,80310,2349,112,75237,4888,292856,TRUE,FALSE,8089
10138530,32730,4075,280,20420,9646,142578,TRUE,FALSE,8090
10137105,91185,1441,107,11681,9298,157690,TRUE,TRUE,8091
10136130,65205,2626,150,21155,1792,350721,TRUE,TRUE,8092
10135245,66435,639,153,4887,2286,412721,TRUE,TRUE,8093
10134285,68565,1656,132,17038,3085,168632,TRUE,FALSE,8094
10133520,67095,633,144,11571,8856,703537,TRUE,TRUE,8095
10132110,42675,2952,197,15916,14472,450387,TRUE,FALSE,8096
10128645,84960,514,115,32563,23194,756692,TRUE,TRUE,8097
10126260,55755,625,173,7275,5327,317701,TRUE,FALSE,8098
10125990,44175,1035,226,138346,107551,187563,TRUE,FALSE,8099
10125225,64830,637,152,12005,6775,185600,TRUE,TRUE,8100
10124940,98550,664,91,20320,15445,116047,TRUE,TRUE,8101
10120815,33375,1412,296,22476,14107,114807,TRUE,FALSE,8102
10118925,56985,682,169,3483,3309,193948,TRUE,TRUE,8103
10114305,78960,1118,125,7596,1488,241518,TRUE,FALSE,8104
10113795,75960,294,132,12297,3852,239867,TRUE,TRUE,8105
10110060,1935,18217,5232,11017,10991,439813,TRUE,FALSE,8106
10109805,58245,2805,175,69402,14694,272443,TRUE,TRUE,8107
10109805,50295,3649,140,43531,7351,677669,TRUE,FALSE,8108
10109700,11640,11439,829,19689,19560,164644,FALSE,TRUE,8109
10109550,56355,1143,163,11877,11857,342635,FALSE,FALSE,8110
10107480,87735,1144,118,12693,3975,471436,TRUE,FALSE,8111
10106550,93600,547,101,5803,5271,376958,TRUE,TRUE,8112
10106265,105945,936,91,19095,10191,191553,FALSE,TRUE,8113
10105395,164385,437,59,8642,839,186973,TRUE,FALSE,8114
10100220,33075,780,303,5909,5839,139307,FALSE,FALSE,8115
10097475,86940,445,110,51454,26980,475475,TRUE,TRUE,8116
10095045,90495,327,109,9549,8658,228428,TRUE,FALSE,8117
10094895,60360,2263,166,8538,6138,346861,TRUE,TRUE,8118
10094385,112305,931,88,50990,6892,265215,TRUE,TRUE,8119
10091670,14490,4010,679,69591,53757,254272,TRUE,FALSE,8120
10091385,124440,722,76,18009,8502,336700,TRUE,TRUE,8121
10090530,89355,207,108,3663,262,105967,FALSE,FALSE,8122
10087080,38085,834,252,30051,3754,338601,TRUE,FALSE,8123
10085520,17685,6782,389,27737,16519,180744,TRUE,FALSE,8124
10084650,19935,1389,443,34994,23792,208546,TRUE,FALSE,8125
10082715,141855,467,69,10917,-81,143990,FALSE,FALSE,8126
10078605,57435,1667,76,10642,10616,174847,FALSE,FALSE,8127
10077495,37755,9228,262,10214,9836,162075,TRUE,TRUE,8128
10075725,35085,1631,241,38183,37941,273842,TRUE,FALSE,8129
10075365,27360,1762,343,22574,22216,181538,TRUE,FALSE,8130
10075200,5580,14799,1230,11135,10678,166730,FALSE,FALSE,8131
10070100,161580,1231,54,5458,4620,134112,TRUE,FALSE,8132
10068000,69330,1445,134,10320,6881,176813,TRUE,FALSE,8133
10065690,66150,3556,173,40274,30793,246539,TRUE,TRUE,8134
10065645,21120,3623,464,63107,53499,263151,TRUE,FALSE,8135
10065300,74340,2751,115,40773,1735,207175,TRUE,FALSE,8136
10060185,33735,1441,299,6405,2904,175292,TRUE,TRUE,8137
10057995,39885,5077,258,53526,50508,390756,TRUE,FALSE,8138
10057530,78885,2222,121,12295,2921,457196,TRUE,FALSE,8139
10056525,124245,1905,74,7890,6630,185553,FALSE,TRUE,8140
10055880,125205,5231,76,81445,43099,452313,TRUE,FALSE,8141
10055820,72210,3311,130,53074,21870,233437,TRUE,TRUE,8142
10051440,5790,5302,1675,77506,34041,294542,TRUE,TRUE,8143
10047105,155235,783,62,20339,3306,354481,TRUE,FALSE,8144
10046805,176910,1476,51,55474,4751,105674,TRUE,TRUE,8145
10046790,510240,100,18,7127,7078,72130,FALSE,FALSE,8146
10044975,47415,2659,198,39876,16884,848254,TRUE,FALSE,8147
10042890,8910,29394,1177,190812,13421,757426,TRUE,TRUE,8148
10042065,5700,6524,1561,32626,27041,446195,FALSE,FALSE,8149
10037490,48390,1395,170,22116,2483,252040,FALSE,FALSE,8150
10037025,29040,7051,326,167382,28620,350517,TRUE,FALSE,8151
10036080,79725,602,115,58133,8151,207129,TRUE,FALSE,8152
10035795,20970,6539,415,38973,27440,157005,TRUE,FALSE,8153
10034895,69150,2309,142,33366,9279,1637354,TRUE,FALSE,8154
10033875,113775,1979,82,48303,18990,312108,TRUE,FALSE,8155
10030500,54225,1645,166,7841,5675,214675,TRUE,FALSE,8156
10027530,36090,2019,258,69645,66849,220948,TRUE,FALSE,8157
10023300,40005,963,247,175808,4990,245516,TRUE,TRUE,8158
10019550,99825,1741,93,39672,5960,218937,TRUE,FALSE,8159
10014675,113370,2072,78,9236,9063,249642,TRUE,FALSE,8160
10013835,142125,481,66,4100,799,298460,TRUE,FALSE,8161
10012410,45585,1140,225,27541,27280,388798,TRUE,FALSE,8162
10008975,86295,545,111,7388,6767,277851,TRUE,TRUE,8163
10008000,92835,291,108,14153,7563,128360,TRUE,TRUE,8164
10005510,124275,1934,88,31876,11228,544542,TRUE,FALSE,8165
10003575,40680,1097,235,47779,7273,249735,TRUE,FALSE,8166
10003215,93435,992,96,11531,10090,432886,TRUE,FALSE,8167
10001505,87405,491,102,7890,7558,252623,FALSE,FALSE,8168
10000815,198210,2774,47,12320,2029,127509,TRUE,FALSE,8169
10000095,77910,386,127,14089,8920,293586,FALSE,FALSE,8170
9995310,105600,507,87,9914,9149,73082,FALSE,FALSE,8171
9992880,119595,773,80,11244,748,113676,TRUE,TRUE,8172
9991020,120570,1032,74,9952,8661,172408,FALSE,TRUE,8173
9989985,97575,1519,98,14151,12399,169285,TRUE,TRUE,8174
9984885,47715,1207,204,66654,7827,176688,TRUE,FALSE,8175
9984120,88650,1499,106,47460,13988,135004,TRUE,FALSE,8176
9982755,137775,452,70,20401,3751,413029,TRUE,FALSE,8177
9982530,81930,342,117,8089,3142,196076,TRUE,FALSE,8178
9981930,57825,1358,158,52422,285,573943,TRUE,FALSE,8179
9979320,142095,668,68,5619,3666,144318,TRUE,TRUE,8180
9979230,21555,1224,426,54478,34930,125467,FALSE,FALSE,8181
9978105,18075,12620,556,31377,11181,179780,FALSE,FALSE,8182
9977655,10650,2187,820,27131,15114,163402,TRUE,FALSE,8183
9977490,71790,4130,141,28893,696,254504,TRUE,TRUE,8184
9976425,60105,381,164,46628,-1516,399075,TRUE,FALSE,8185
9976125,78570,2708,121,27142,14390,547331,TRUE,TRUE,8186
9975915,50250,2570,203,73354,31108,590477,TRUE,FALSE,8187
9973125,45690,1294,207,101712,1017,476094,TRUE,FALSE,8188
9969330,60510,635,150,20024,5852,214185,TRUE,FALSE,8189
9968835,460200,412,21,27540,1250,168625,FALSE,FALSE,8190
9968820,51945,4058,222,11737,2166,2644295,TRUE,FALSE,8191
9965970,96255,269,97,22514,2014,145360,FALSE,FALSE,8192
9963945,77790,2297,114,7590,4916,143783,TRUE,FALSE,8193
9963195,31995,9822,211,9021,7289,125712,FALSE,TRUE,8194
9962265,39900,560,253,121954,13073,199983,TRUE,FALSE,8195
9961215,138750,727,63,11738,8568,173730,TRUE,FALSE,8196
9960870,138480,821,64,2511,2463,369844,TRUE,FALSE,8197
9958065,129795,310,75,11247,1321,204466,TRUE,TRUE,8198
9956010,146370,940,53,5631,5563,26567,FALSE,FALSE,8199
9955665,127815,1555,74,42065,12930,217912,TRUE,FALSE,8200
9679440,102645,2219,84,24415,8616,237817,TRUE,FALSE,8201
9679260,117090,243,73,4090,4073,69306,FALSE,TRUE,8202
9679050,507705,1410,18,62179,26009,399597,FALSE,FALSE,8203
9678585,98190,675,102,4408,3198,140168,FALSE,FALSE,8204
9676170,78375,658,113,15628,2277,295265,TRUE,FALSE,8205
9675360,62145,1041,136,26365,22850,628671,TRUE,FALSE,8206
9674940,95865,504,86,15734,4214,263915,TRUE,TRUE,8207
9674235,83430,868,114,9688,3901,106578,TRUE,TRUE,8208
9673110,66285,935,123,8803,2846,117712,TRUE,TRUE,8209
9672540,50580,710,189,19944,11390,72977,TRUE,FALSE,8210
9671925,2880,17546,2968,77011,7500,632742,TRUE,FALSE,8211
9669495,18555,5091,547,172763,98489,690204,TRUE,TRUE,8212
9667485,37050,896,238,9496,5216,308707,TRUE,FALSE,8213
9666375,172290,4386,53,24753,4122,297687,TRUE,TRUE,8214
9664815,62235,996,152,8938,1764,101837,FALSE,FALSE,8215
9663885,106605,896,88,23584,5121,76071,FALSE,FALSE,8216
9662250,39255,1954,249,57558,17796,970656,TRUE,TRUE,8217
9660885,93570,536,102,31050,270,170670,TRUE,TRUE,8218
9660720,70440,695,130,28964,15095,707677,TRUE,FALSE,8219
9660360,135225,941,68,22681,12061,357599,TRUE,TRUE,8220
9660285,28290,15645,301,70992,70889,358457,FALSE,FALSE,8221
9660075,53880,4446,172,29134,27970,177602,TRUE,FALSE,8222
9658365,96375,1011,96,6152,2704,269168,TRUE,TRUE,8223
9658335,26610,2833,329,16636,8169,302218,TRUE,TRUE,8224
9657990,52560,1387,168,13143,10022,352554,TRUE,TRUE,8225
9657885,352125,242,26,6277,6236,272605,FALSE,FALSE,8226
9657180,15615,4039,545,217155,9580,262812,TRUE,TRUE,8227
9656025,47025,713,192,20450,8163,133497,TRUE,TRUE,8228
9655710,86295,2132,105,10977,8984,275999,FALSE,FALSE,8229
9653880,26265,29640,211,71524,67307,288423,TRUE,FALSE,8230
9652545,114570,1412,83,4849,2617,184203,TRUE,FALSE,8231
9651735,125820,1181,74,61425,558,172470,TRUE,FALSE,8232
9651255,138825,2055,66,42041,39568,412822,FALSE,FALSE,8233
9650700,78540,1677,120,51188,12771,409831,TRUE,TRUE,8234
9650280,12615,10010,959,35060,34507,630622,TRUE,FALSE,8235
9647970,43125,1935,218,18942,14217,160255,TRUE,FALSE,8236
9647010,78795,878,126,7738,341,257136,TRUE,FALSE,8237
9646935,51525,1096,177,68301,41489,398178,TRUE,FALSE,8238
9645675,125835,316,73,9029,2680,163756,TRUE,FALSE,8239
9644670,70710,2638,136,15910,5801,161788,TRUE,FALSE,8240
9643530,18990,7208,475,45337,35187,316971,TRUE,FALSE,8241
9643035,82815,353,113,7531,5705,122435,FALSE,FALSE,8242
9641325,131055,379,74,5362,2813,276857,TRUE,FALSE,8243
9640035,100935,2097,99,18845,18094,224305,TRUE,TRUE,8244
9639645,57780,566,166,61577,39043,712628,TRUE,FALSE,8245
9638490,30780,1951,305,6291,5812,69187,FALSE,FALSE,8246
9637245,89025,557,102,9034,5255,294729,TRUE,TRUE,8247
9634995,84450,1488,112,9769,3349,454168,TRUE,FALSE,8248
9634455,82410,1266,108,62718,8226,145124,TRUE,FALSE,8249
9632835,9555,5193,999,119636,5143,1175707,TRUE,FALSE,8250
9631950,39015,1781,249,9954,6357,80081,FALSE,TRUE,8251
9631935,34920,832,213,5377,5346,110753,FALSE,TRUE,8252
9631800,93105,1346,104,25523,15646,288238,TRUE,TRUE,8253
9631140,21165,3129,501,41609,26824,182213,TRUE,FALSE,8254
9628560,66045,1206,147,41784,25097,130817,TRUE,FALSE,8255
9627960,29670,4989,329,16775,16381,293380,TRUE,FALSE,8256
9625275,89775,2647,98,15747,-1797,1675090,TRUE,TRUE,8257
9623085,36255,1003,265,111219,60710,546731,TRUE,TRUE,8258
9622545,106515,287,90,6655,3626,158110,TRUE,TRUE,8259
9620745,45540,11764,241,18982,4143,3257027,TRUE,FALSE,8260
9620205,2550,9805,3840,2932,684,2708917,FALSE,FALSE,8261
9619515,27570,5851,316,26881,17303,442525,TRUE,FALSE,8262
9618855,133095,281,74,14848,1708,240310,TRUE,TRUE,8263
9618255,6615,4645,1315,18455,17952,418748,FALSE,FALSE,8264
9616530,73545,1900,122,7702,4970,226358,TRUE,FALSE,8265
9613980,66090,1360,143,27194,1991,194334,TRUE,TRUE,8266
9611070,106035,3770,86,12241,10572,320832,TRUE,FALSE,8267
9610950,47220,1635,196,60000,57456,296069,TRUE,FALSE,8268
9610665,60795,793,148,19650,1554,253636,TRUE,TRUE,8269
9606000,34320,3169,284,24437,22896,118652,TRUE,FALSE,8270
9605235,107190,3550,65,14145,13832,205233,TRUE,TRUE,8271
9603945,80280,808,110,9410,1638,116272,TRUE,FALSE,8272
9601905,113025,387,82,8989,2275,270674,TRUE,FALSE,8273
9600990,58320,818,165,19233,11197,229730,TRUE,FALSE,8274
9600480,95925,583,85,10798,8114,279219,TRUE,TRUE,8275
9597015,85740,3810,101,44337,15810,439766,TRUE,FALSE,8276
9596460,79590,4786,135,13530,6354,2324858,TRUE,FALSE,8277
9596265,122550,268,77,7398,4466,290271,TRUE,FALSE,8278
9595680,98430,3680,104,20504,5296,1903695,TRUE,FALSE,8279
9594855,34485,892,334,38996,38419,114232,FALSE,FALSE,8280
9594780,24690,2870,397,71998,43755,447201,TRUE,FALSE,8281
9593580,128610,2466,70,6571,952,101647,TRUE,TRUE,8282
9592635,13905,4277,558,63059,10253,391188,TRUE,FALSE,8283
9592050,80625,18953,134,12102,6163,527908,TRUE,FALSE,8284
9591660,71595,1303,122,5765,3568,101649,TRUE,FALSE,8285
9591585,87480,976,99,13171,1947,517122,TRUE,TRUE,8286
9588720,68655,5127,156,32132,27522,1590414,TRUE,TRUE,8287
9587910,140760,429,67,1458,1380,167141,TRUE,FALSE,8288
9586515,113730,615,81,2652,1819,346572,FALSE,FALSE,8289
9583680,25815,2680,364,54404,52587,524804,FALSE,FALSE,8290
9583320,24255,2274,376,22983,22962,213425,FALSE,TRUE,8291
9582315,228645,193,41,4369,4327,108868,FALSE,FALSE,8292
9582015,77565,5822,119,35051,32919,203015,TRUE,TRUE,8293
9581190,141615,693,64,7785,2989,1137211,TRUE,FALSE,8294
9578355,29475,2263,330,14684,6850,107979,TRUE,FALSE,8295
9575925,23505,1795,393,48680,12518,277939,TRUE,FALSE,8296
9575685,78270,4384,108,46830,13143,445086,TRUE,FALSE,8297
9574695,6345,6493,1592,166138,166138,1867106,TRUE,FALSE,8298
9574560,13335,8866,1039,49125,49100,316146,TRUE,TRUE,8299
9574530,76515,584,117,2305,2249,34665,TRUE,FALSE,8300
9574245,24000,1608,368,2705,1617,51340,FALSE,FALSE,8301
9572775,91095,648,81,6039,6006,30350,FALSE,FALSE,8302
9572775,3300,16388,3473,111817,111610,332341,FALSE,FALSE,8303
9571275,68460,927,130,35664,32448,598963,FALSE,FALSE,8304
9568770,84570,10894,72,52974,51566,426399,FALSE,FALSE,8305
9568095,48240,970,206,51435,17624,600689,TRUE,FALSE,8306
9567945,109365,534,85,63709,42156,96619,FALSE,FALSE,8307
9567840,20430,1184,445,36406,35109,122194,TRUE,FALSE,8308
9567810,58815,1088,165,5968,4936,172597,FALSE,FALSE,8309
9567705,58635,3270,156,9511,5089,162971,TRUE,FALSE,8310
9566115,63270,1137,146,33877,31209,758610,TRUE,TRUE,8311
9564615,59895,461,158,28110,15859,324752,TRUE,TRUE,8312
9563955,89010,746,103,54195,9391,244571,TRUE,TRUE,8313
9562320,40530,2467,225,57562,44375,382667,TRUE,FALSE,8314
9561090,76875,2154,106,50780,44670,562873,TRUE,TRUE,8315
9559125,99150,1649,77,11838,10315,159286,TRUE,FALSE,8316
9559095,88050,3039,113,31368,15954,248618,TRUE,TRUE,8317
9558630,112815,401,82,19711,1349,265811,FALSE,TRUE,8318
9553845,53415,1006,176,16339,4506,495523,TRUE,FALSE,8319
9553830,35475,1061,260,54794,6395,770524,TRUE,FALSE,8320
9553545,58380,904,155,9162,6641,192630,TRUE,FALSE,8321
9551610,96990,264,95,18532,7929,196794,TRUE,FALSE,8322
9551010,63270,810,148,94392,-13,197236,TRUE,TRUE,8323
9550920,4935,14333,2017,162724,156907,459840,TRUE,FALSE,8324
9550725,25125,1865,379,7650,3062,114961,TRUE,TRUE,8325
9549885,129960,3738,69,39498,2896,174782,TRUE,FALSE,8326
9548790,72330,1524,136,8772,4195,183808,TRUE,FALSE,8327
9547800,41700,8631,307,34678,29788,325449,TRUE,FALSE,8328
9545625,33225,916,276,28230,7939,308372,TRUE,TRUE,8329
9542460,89415,465,105,11287,7778,205368,TRUE,FALSE,8330
9538575,110805,2320,84,9708,6521,135563,TRUE,TRUE,8331
9537435,80835,511,111,11305,8073,148585,TRUE,FALSE,8332
9536130,43830,2564,215,65016,20281,358306,TRUE,FALSE,8333
9535395,43605,640,206,13409,11107,246975,TRUE,TRUE,8334
9534285,73020,2217,124,25762,4176,428372,TRUE,TRUE,8335
9533925,66360,1728,135,46412,38705,226183,FALSE,TRUE,8336
9533895,84750,533,103,19769,5170,182950,TRUE,TRUE,8337
9533220,70365,956,133,18064,13707,390391,TRUE,FALSE,8338
